,Data/Hora (SÃ£o Paulo),Long Account (%),Short Account (%),Long/Short Ratio
1204,2024-08-07 10:00:00,58.79,41.21,1.427
1205,2024-08-07 10:30:00,58.66,41.34,1.419
1206,2024-08-07 11:00:00,58.41,41.59,1.404
1207,2024-08-07 11:30:00,57.66,42.34,1.362
1208,2024-08-07 12:00:00,58.97,41.03,1.437
1209,2024-08-07 12:30:00,59.02,40.98,1.44
1210,2024-08-07 13:00:00,59.22,40.78,1.452
1211,2024-08-07 13:30:00,59.56,40.44,1.473
1212,2024-08-07 14:00:00,59.38,40.62,1.462
1213,2024-08-07 14:30:00,59.04,40.96,1.441
1214,2024-08-07 15:00:00,58.84,41.16,1.43
1215,2024-08-07 15:30:00,58.98,41.02,1.438
1216,2024-08-07 16:00:00,59.26,40.74,1.455
1217,2024-08-07 16:30:00,60.36,39.64,1.523
1218,2024-08-07 17:00:00,60.53,39.47,1.534
1219,2024-08-07 17:30:00,61.13,38.87,1.573
1220,2024-08-07 18:00:00,61.39,38.61,1.59
1221,2024-08-07 18:30:00,61.33,38.67,1.586
1222,2024-08-07 19:00:00,61.99,38.01,1.631
1223,2024-08-07 19:30:00,62.42,37.58,1.661
1224,2024-08-07 20:00:00,62.56,37.44,1.671
1225,2024-08-07 20:30:00,62.66,37.34,1.678
1226,2024-08-07 21:00:00,62.67,37.33,1.679
1227,2024-08-07 21:30:00,62.53,37.47,1.669
1228,2024-08-07 22:00:00,62.04,37.96,1.634
1229,2024-08-07 22:30:00,62.97,37.03,1.701
1230,2024-08-07 23:00:00,64.81,35.19,1.842
1231,2024-08-07 23:30:00,64.06,35.94,1.782
1232,2024-08-08 00:00:00,62.89,37.11,1.695
1233,2024-08-08 00:30:00,61.94,38.06,1.627
1234,2024-08-08 01:00:00,60.65,39.35,1.541
1235,2024-08-08 01:30:00,60.75,39.25,1.548
1236,2024-08-08 02:00:00,60.42,39.58,1.527
1237,2024-08-08 02:30:00,61.16,38.84,1.575
1238,2024-08-08 03:00:00,61.44,38.56,1.593
1239,2024-08-08 03:30:00,61.82,38.18,1.619
1240,2024-08-08 04:00:00,61.83,38.17,1.62
1241,2024-08-08 04:30:00,61.18,38.82,1.576
1242,2024-08-08 05:00:00,59.74,40.26,1.484
1243,2024-08-08 05:30:00,59.38,40.62,1.462
1244,2024-08-08 06:00:00,59.23,40.77,1.453
1245,2024-08-08 06:30:00,58.75,41.25,1.424
1246,2024-08-08 07:00:00,58.76,41.24,1.425
1247,2024-08-08 07:30:00,58.23,41.77,1.394
1248,2024-08-08 08:00:00,57.93,42.07,1.377
1249,2024-08-08 08:30:00,57.74,42.26,1.366
1250,2024-08-08 09:00:00,57.3,42.7,1.342
1251,2024-08-08 09:30:00,56.86,43.14,1.318
1252,2024-08-08 10:00:00,58.01,41.99,1.382
1253,2024-08-08 10:30:00,58.47,41.53,1.408
1254,2024-08-08 11:00:00,58.75,41.25,1.424
1255,2024-08-08 11:30:00,58.4,41.6,1.404
1256,2024-08-08 12:00:00,56.14,43.86,1.28
1257,2024-08-08 12:30:00,53.59,46.41,1.155
1258,2024-08-08 13:00:00,53.07,46.93,1.131
1259,2024-08-08 13:30:00,52.37,47.63,1.1
1260,2024-08-08 14:00:00,51.61,48.39,1.067
1261,2024-08-08 14:30:00,51.41,48.59,1.058
1262,2024-08-08 15:00:00,50.68,49.32,1.028
1263,2024-08-08 15:30:00,50.61,49.39,1.025
1264,2024-08-08 16:00:00,50.41,49.59,1.017
1265,2024-08-08 16:30:00,50.13,49.87,1.005
1266,2024-08-08 17:00:00,50.0,50.0,1.0
1267,2024-08-08 17:30:00,50.21,49.79,1.008
1268,2024-08-08 18:00:00,50.02,49.98,1.001
1269,2024-08-08 18:30:00,50.0,50.0,1.0
1270,2024-08-08 19:00:00,53.34,46.66,1.143
1271,2024-08-08 19:30:00,53.12,46.88,1.133
1272,2024-08-08 20:00:00,53.8,46.2,1.165
1273,2024-08-08 20:30:00,51.56,48.44,1.064
1274,2024-08-08 21:00:00,51.53,48.47,1.063
1275,2024-08-08 21:30:00,51.63,48.37,1.067
1276,2024-08-08 22:00:00,51.74,48.26,1.072
1277,2024-08-08 22:30:00,52.74,47.26,1.116
1278,2024-08-08 23:00:00,53.53,46.47,1.152
1279,2024-08-08 23:30:00,53.38,46.62,1.145
1280,2024-08-09 00:00:00,53.37,46.63,1.145
1281,2024-08-09 00:30:00,53.68,46.32,1.159
1282,2024-08-09 01:00:00,53.69,46.31,1.159
1283,2024-08-09 01:30:00,53.26,46.74,1.139
1284,2024-08-09 02:00:00,52.45,47.55,1.103
1285,2024-08-09 02:30:00,52.8,47.2,1.119
1286,2024-08-09 03:00:00,52.98,47.02,1.127
1287,2024-08-09 03:30:00,52.84,47.16,1.12
1288,2024-08-09 04:00:00,53.69,46.31,1.159
1289,2024-08-09 04:30:00,54.31,45.69,1.189
1290,2024-08-09 05:00:00,54.13,45.87,1.18
1291,2024-08-09 05:30:00,54.13,45.87,1.18
1292,2024-08-09 06:00:00,54.47,45.53,1.196
1293,2024-08-09 06:30:00,54.4,45.6,1.193
1294,2024-08-09 07:00:00,54.52,45.48,1.199
1295,2024-08-09 07:30:00,54.56,45.44,1.201
1296,2024-08-09 08:00:00,54.27,45.73,1.187
1297,2024-08-09 08:30:00,54.23,45.77,1.185
1298,2024-08-09 09:00:00,54.47,45.53,1.196
1299,2024-08-09 09:30:00,54.76,45.24,1.21
1300,2024-08-09 10:00:00,54.93,45.07,1.219
1301,2024-08-09 10:30:00,55.42,44.58,1.243
1302,2024-08-09 11:00:00,55.41,44.59,1.243
1303,2024-08-09 11:30:00,56.38,43.62,1.293
1304,2024-08-09 12:00:00,56.8,43.2,1.315
1305,2024-08-09 12:30:00,56.28,43.72,1.287
1306,2024-08-09 13:00:00,56.44,43.56,1.296
1307,2024-08-09 13:30:00,57.31,42.69,1.342
1308,2024-08-09 14:00:00,57.17,42.83,1.335
1309,2024-08-09 14:30:00,57.1,42.9,1.331
1310,2024-08-09 15:00:00,57.05,42.95,1.328
1311,2024-08-09 15:30:00,57.49,42.51,1.352
1312,2024-08-09 16:00:00,57.55,42.45,1.356
1313,2024-08-09 16:30:00,57.48,42.52,1.352
1314,2024-08-09 17:00:00,57.22,42.78,1.338
1315,2024-08-09 17:30:00,57.68,42.32,1.363
1316,2024-08-09 18:00:00,57.59,42.41,1.358
1317,2024-08-09 18:30:00,58.37,41.63,1.402
1318,2024-08-09 19:00:00,58.2,41.8,1.392
1319,2024-08-09 19:30:00,58.05,41.95,1.384
1320,2024-08-09 20:00:00,58.1,41.9,1.387
1321,2024-08-09 20:30:00,58.14,41.86,1.389
1322,2024-08-09 21:00:00,57.9,42.1,1.375
1323,2024-08-09 21:30:00,58.79,41.21,1.427
1324,2024-08-09 22:00:00,58.73,41.27,1.423
1325,2024-08-09 22:30:00,58.62,41.38,1.417
1326,2024-08-09 23:00:00,58.65,41.35,1.418
1327,2024-08-09 23:30:00,58.62,41.38,1.417
1328,2024-08-10 00:00:00,58.48,41.52,1.408
1329,2024-08-10 00:30:00,58.61,41.39,1.416
1330,2024-08-10 01:00:00,58.68,41.32,1.42
1331,2024-08-10 01:30:00,58.51,41.49,1.41
1332,2024-08-10 02:00:00,58.56,41.44,1.413
1333,2024-08-10 02:30:00,58.71,41.29,1.422
1334,2024-08-10 03:00:00,58.93,41.07,1.435
1335,2024-08-10 03:30:00,59.06,40.94,1.443
1336,2024-08-10 04:00:00,59.31,40.69,1.458
1337,2024-08-10 04:30:00,59.31,40.69,1.458
1338,2024-08-10 05:00:00,59.47,40.53,1.467
1339,2024-08-10 05:30:00,58.61,41.39,1.416
1340,2024-08-10 06:00:00,58.38,41.62,1.403
1341,2024-08-10 06:30:00,58.12,41.88,1.388
1342,2024-08-10 07:00:00,57.83,42.17,1.371
1343,2024-08-10 07:30:00,58.08,41.92,1.385
1344,2024-08-10 08:00:00,58.32,41.68,1.399
1345,2024-08-10 08:30:00,58.18,41.82,1.391
1346,2024-08-10 09:00:00,57.83,42.17,1.371
1347,2024-08-10 09:30:00,57.62,42.38,1.36
1348,2024-08-10 10:00:00,57.76,42.24,1.367
1349,2024-08-10 10:30:00,57.62,42.38,1.36
1350,2024-08-10 11:00:00,57.63,42.37,1.36
1351,2024-08-10 11:30:00,57.65,42.35,1.361
1352,2024-08-10 12:00:00,57.79,42.21,1.369
1353,2024-08-10 12:30:00,57.96,42.04,1.379
1354,2024-08-10 13:00:00,57.97,42.03,1.379
1355,2024-08-10 13:30:00,57.91,42.09,1.376
1356,2024-08-10 14:00:00,57.9,42.1,1.375
1357,2024-08-10 14:30:00,57.91,42.09,1.376
1358,2024-08-10 15:00:00,58.15,41.85,1.389
1359,2024-08-10 15:30:00,57.78,42.22,1.369
1360,2024-08-10 16:00:00,57.6,42.4,1.358
1361,2024-08-10 16:30:00,57.35,42.65,1.345
1362,2024-08-10 17:00:00,57.27,42.73,1.34
1363,2024-08-10 17:30:00,57.23,42.77,1.338
1364,2024-08-10 18:00:00,57.24,42.76,1.339
1365,2024-08-10 18:30:00,57.08,42.92,1.33
1366,2024-08-10 19:00:00,57.11,42.89,1.332
1367,2024-08-10 19:30:00,57.11,42.89,1.332
1368,2024-08-10 20:00:00,57.12,42.88,1.332
1369,2024-08-10 20:30:00,57.07,42.93,1.329
1370,2024-08-10 21:00:00,57.24,42.76,1.339
1371,2024-08-10 21:30:00,56.9,43.1,1.32
1372,2024-08-10 22:00:00,57.0,43.0,1.326
1373,2024-08-10 22:30:00,56.9,43.1,1.32
1374,2024-08-10 23:00:00,56.84,43.16,1.317
1375,2024-08-10 23:30:00,56.81,43.19,1.315
1376,2024-08-11 00:00:00,56.71,43.29,1.31
1377,2024-08-11 00:30:00,56.96,43.04,1.323
1378,2024-08-11 01:00:00,57.15,42.85,1.334
1379,2024-08-11 01:30:00,57.48,42.52,1.352
1380,2024-08-11 02:00:00,57.53,42.47,1.355
1381,2024-08-11 02:30:00,57.73,42.27,1.366
1382,2024-08-11 03:00:00,57.75,42.25,1.367
1383,2024-08-11 03:30:00,57.62,42.38,1.36
1384,2024-08-11 04:00:00,57.49,42.51,1.352
1385,2024-08-11 04:30:00,57.4,42.6,1.347
1386,2024-08-11 05:00:00,57.17,42.83,1.335
1387,2024-08-11 05:30:00,56.8,43.2,1.315
1388,2024-08-11 06:00:00,56.76,43.24,1.313
1389,2024-08-11 06:30:00,57.72,42.28,1.365
1390,2024-08-11 07:00:00,57.63,42.37,1.36
1391,2024-08-11 07:30:00,57.6,42.4,1.358
1392,2024-08-11 08:00:00,57.51,42.49,1.353
1393,2024-08-11 08:30:00,57.11,42.89,1.332
1394,2024-08-11 09:00:00,57.18,42.82,1.335
1395,2024-08-11 09:30:00,56.93,43.07,1.322
1396,2024-08-11 10:00:00,56.96,43.04,1.323
1397,2024-08-11 10:30:00,56.75,43.25,1.312
1398,2024-08-11 11:00:00,57.69,42.31,1.364
1399,2024-08-11 11:30:00,57.79,42.21,1.369
1400,2024-08-11 12:00:00,57.8,42.2,1.37
1401,2024-08-11 12:30:00,57.41,42.59,1.348
1402,2024-08-11 13:00:00,57.3,42.7,1.342
1403,2024-08-11 13:30:00,57.53,42.47,1.355
1404,2024-08-11 14:00:00,57.76,42.24,1.367
1405,2024-08-11 14:30:00,57.74,42.26,1.366
1406,2024-08-11 15:00:00,58.09,41.91,1.386
1407,2024-08-11 15:30:00,58.07,41.93,1.385
1408,2024-08-11 16:00:00,58.1,41.9,1.387
1409,2024-08-11 16:30:00,57.57,42.43,1.357
1410,2024-08-11 17:00:00,57.89,42.11,1.375
1411,2024-08-11 17:30:00,57.69,42.31,1.364
1412,2024-08-11 18:00:00,58.47,41.53,1.408
1413,2024-08-11 18:30:00,58.99,41.01,1.438
1414,2024-08-11 19:00:00,59.66,40.34,1.479
1415,2024-08-11 19:30:00,59.95,40.05,1.497
1416,2024-08-11 20:00:00,59.9,40.1,1.494
1417,2024-08-11 20:30:00,60.02,39.98,1.501
1418,2024-08-11 21:00:00,59.97,40.03,1.498
1419,2024-08-11 21:30:00,60.36,39.64,1.523
1420,2024-08-11 22:00:00,60.28,39.72,1.518
1421,2024-08-11 22:30:00,60.29,39.71,1.518
1422,2024-08-11 23:00:00,60.46,39.54,1.529
1423,2024-08-11 23:30:00,60.64,39.36,1.541
1424,2024-08-12 00:00:00,60.7,39.3,1.545
1425,2024-08-12 00:30:00,60.91,39.09,1.558
1426,2024-08-12 01:00:00,61.15,38.85,1.574
1427,2024-08-12 01:30:00,61.26,38.74,1.581
1428,2024-08-12 02:00:00,61.24,38.76,1.58
1429,2024-08-12 02:30:00,61.42,38.58,1.592
1430,2024-08-12 03:00:00,61.64,38.36,1.607
1431,2024-08-12 03:30:00,61.75,38.25,1.614
1432,2024-08-12 04:00:00,61.57,38.43,1.602
1433,2024-08-12 04:30:00,61.27,38.73,1.582
1434,2024-08-12 05:00:00,62.39,37.61,1.659
1435,2024-08-12 05:30:00,63.04,36.96,1.706
1436,2024-08-12 06:00:00,62.75,37.25,1.685
1437,2024-08-12 06:30:00,63.46,36.54,1.737
1438,2024-08-12 07:00:00,63.85,36.15,1.766
1439,2024-08-12 07:30:00,64.33,35.67,1.803
1440,2024-08-12 08:00:00,64.21,35.79,1.794
1441,2024-08-12 08:30:00,64.77,35.23,1.838
1442,2024-08-12 09:00:00,64.32,35.68,1.803
1443,2024-08-12 09:30:00,63.19,36.81,1.717
1444,2024-08-12 10:00:00,62.99,37.01,1.702
1445,2024-08-12 10:30:00,62.61,37.39,1.675
1446,2024-08-12 11:00:00,63.1,36.9,1.71
1447,2024-08-12 11:30:00,62.71,37.29,1.682
1448,2024-08-12 12:00:00,61.36,38.64,1.588
1449,2024-08-12 12:30:00,60.81,39.19,1.552
1450,2024-08-12 13:00:00,61.67,38.33,1.609
1451,2024-08-12 13:30:00,61.06,38.94,1.568
1452,2024-08-12 14:00:00,61.32,38.68,1.585
1453,2024-08-12 14:30:00,61.57,38.43,1.602
1454,2024-08-12 15:00:00,61.51,38.49,1.598
1455,2024-08-12 15:30:00,61.81,38.19,1.618
1456,2024-08-12 16:00:00,61.97,38.03,1.63
1457,2024-08-12 16:30:00,62.76,37.24,1.685
1458,2024-08-12 17:00:00,62.25,37.75,1.649
1459,2024-08-12 17:30:00,62.55,37.45,1.67
1460,2024-08-12 18:00:00,62.75,37.25,1.685
1461,2024-08-12 18:30:00,63.01,36.99,1.703
1462,2024-08-12 19:00:00,63.2,36.8,1.717
1463,2024-08-12 19:30:00,63.23,36.77,1.72
1464,2024-08-12 20:00:00,63.26,36.74,1.722
1465,2024-08-12 20:30:00,63.92,36.08,1.772
1466,2024-08-12 21:00:00,64.26,35.74,1.798
1467,2024-08-12 21:30:00,64.58,35.42,1.823
1468,2024-08-12 22:00:00,64.4,35.6,1.809
1469,2024-08-12 22:30:00,64.74,35.26,1.836
1470,2024-08-12 23:00:00,64.5,35.5,1.817
1471,2024-08-12 23:30:00,64.31,35.69,1.802
1472,2024-08-13 00:00:00,63.97,36.03,1.775
1473,2024-08-13 00:30:00,63.39,36.61,1.731
1474,2024-08-13 01:00:00,63.63,36.37,1.75
1475,2024-08-13 01:30:00,63.98,36.02,1.776
1476,2024-08-13 02:00:00,64.15,35.85,1.789
1477,2024-08-13 02:30:00,64.15,35.85,1.789
1478,2024-08-13 03:00:00,64.07,35.93,1.783
1479,2024-08-13 03:30:00,63.79,36.21,1.762
1480,2024-08-13 04:00:00,63.91,36.09,1.771
1481,2024-08-13 04:30:00,64.06,35.94,1.782
1482,2024-08-13 05:00:00,64.1,35.9,1.786
1483,2024-08-13 05:30:00,64.02,35.98,1.779
1484,2024-08-13 06:00:00,64.02,35.98,1.779
1485,2024-08-13 06:30:00,63.75,36.25,1.759
1486,2024-08-13 07:00:00,63.8,36.2,1.762
1487,2024-08-13 07:30:00,64.25,35.75,1.797
1488,2024-08-13 08:00:00,64.38,35.62,1.807
1489,2024-08-13 08:30:00,64.69,35.31,1.832
1490,2024-08-13 09:00:00,64.68,35.32,1.831
1491,2024-08-13 09:30:00,64.65,35.35,1.829
1492,2024-08-13 10:00:00,64.76,35.24,1.838
1493,2024-08-13 10:30:00,64.41,35.59,1.81
1494,2024-08-13 11:00:00,64.03,35.97,1.78
1495,2024-08-13 11:30:00,63.21,36.79,1.718
1496,2024-08-13 12:00:00,62.69,37.31,1.68
1497,2024-08-13 12:30:00,61.99,38.01,1.631
1498,2024-08-13 13:00:00,61.95,38.05,1.628
1499,2024-08-13 13:30:00,61.64,38.36,1.607
1500,2024-08-13 14:00:00,59.49,40.51,1.469
1501,2024-08-13 14:30:00,56.91,43.09,1.321
1502,2024-08-13 15:00:00,55.9,44.1,1.268
1503,2024-08-13 15:30:00,55.39,44.61,1.242
1504,2024-08-13 16:00:00,55.33,44.67,1.239
1505,2024-08-13 16:30:00,56.19,43.81,1.283
1506,2024-08-13 17:00:00,56.74,43.26,1.312
1507,2024-08-13 17:30:00,56.64,43.36,1.306
1508,2024-08-13 18:00:00,56.62,43.38,1.305
1509,2024-08-13 18:30:00,56.67,43.33,1.308
1510,2024-08-13 19:00:00,56.9,43.1,1.32
1511,2024-08-13 19:30:00,57.42,42.58,1.349
1512,2024-08-13 20:00:00,57.59,42.41,1.358
1513,2024-08-13 20:30:00,57.53,42.47,1.355
1514,2024-08-13 21:00:00,57.62,42.38,1.36
1515,2024-08-13 21:30:00,58.03,41.97,1.383
1516,2024-08-13 22:00:00,58.32,41.68,1.399
1517,2024-08-13 22:30:00,57.94,42.06,1.378
1518,2024-08-13 23:00:00,57.93,42.07,1.377
1519,2024-08-13 23:30:00,57.77,42.23,1.368
1520,2024-08-14 00:00:00,57.78,42.22,1.369
1521,2024-08-14 00:30:00,57.69,42.31,1.364
1522,2024-08-14 01:00:00,56.98,43.02,1.325
1523,2024-08-14 01:30:00,56.89,43.11,1.32
1524,2024-08-14 02:00:00,56.64,43.36,1.306
1525,2024-08-14 02:30:00,56.57,43.43,1.303
1526,2024-08-14 03:00:00,56.37,43.63,1.292
1527,2024-08-14 03:30:00,57.09,42.91,1.33
1528,2024-08-14 04:00:00,57.41,42.59,1.348
1529,2024-08-14 04:30:00,57.49,42.51,1.352
1530,2024-08-14 05:00:00,57.91,42.09,1.376
1531,2024-08-14 05:30:00,58.01,41.99,1.382
1532,2024-08-14 06:00:00,57.91,42.09,1.376
1533,2024-08-14 06:30:00,58.12,41.88,1.388
1534,2024-08-14 07:00:00,58.08,41.92,1.385
1535,2024-08-14 07:30:00,58.33,41.67,1.4
1536,2024-08-14 08:00:00,57.74,42.26,1.366
1537,2024-08-14 08:30:00,58.33,41.67,1.4
1538,2024-08-14 09:00:00,57.56,42.44,1.356
1539,2024-08-14 09:30:00,57.81,42.19,1.37
1540,2024-08-14 10:00:00,57.96,42.04,1.379
1541,2024-08-14 10:30:00,57.91,42.09,1.376
1542,2024-08-14 11:00:00,60.44,39.56,1.528
1543,2024-08-14 11:30:00,64.46,35.54,1.814
1544,2024-08-14 12:00:00,65.44,34.56,1.894
1545,2024-08-14 12:30:00,65.47,34.53,1.896
1546,2024-08-14 13:00:00,66.14,33.86,1.953
1547,2024-08-14 13:30:00,66.64,33.36,1.998
1548,2024-08-14 14:00:00,67.12,32.88,2.041
1549,2024-08-14 14:30:00,67.26,32.74,2.054
1550,2024-08-14 15:00:00,67.27,32.73,2.055
1551,2024-08-14 15:30:00,67.29,32.71,2.057
1552,2024-08-14 16:00:00,67.64,32.36,2.09
1553,2024-08-14 16:30:00,67.62,32.38,2.088
1554,2024-08-14 17:00:00,67.69,32.31,2.095
1555,2024-08-14 17:30:00,67.79,32.21,2.105
1556,2024-08-14 18:00:00,67.85,32.15,2.11
1557,2024-08-14 18:30:00,67.86,32.14,2.111
1558,2024-08-14 19:00:00,67.91,32.09,2.116
1559,2024-08-14 19:30:00,67.74,32.26,2.1
1560,2024-08-14 20:00:00,67.8,32.2,2.106
1561,2024-08-14 20:30:00,67.96,32.04,2.121
1562,2024-08-14 21:00:00,68.0,32.0,2.125
1563,2024-08-14 21:30:00,68.11,31.89,2.136
1564,2024-08-14 22:00:00,68.33,31.67,2.158
1565,2024-08-14 22:30:00,68.43,31.57,2.168
1566,2024-08-14 23:00:00,68.62,31.38,2.187
1567,2024-08-14 23:30:00,69.02,30.98,2.228
1568,2024-08-15 00:00:00,69.22,30.78,2.249
1569,2024-08-15 00:30:00,69.29,30.71,2.256
1570,2024-08-15 01:00:00,69.47,30.53,2.275
1571,2024-08-15 01:30:00,69.32,30.68,2.259
1572,2024-08-15 02:00:00,69.48,30.52,2.277
1573,2024-08-15 02:30:00,69.61,30.39,2.291
1574,2024-08-15 03:00:00,69.75,30.25,2.306
1575,2024-08-15 03:30:00,69.75,30.25,2.306
1576,2024-08-15 04:00:00,69.68,30.32,2.298
1577,2024-08-15 04:30:00,69.61,30.39,2.291
1578,2024-08-15 05:00:00,69.85,30.15,2.317
1579,2024-08-15 05:30:00,70.12,29.88,2.347
1580,2024-08-15 06:00:00,70.42,29.58,2.381
1581,2024-08-15 06:30:00,70.31,29.69,2.368
1582,2024-08-15 07:00:00,70.22,29.78,2.358
1583,2024-08-15 07:30:00,70.22,29.78,2.358
1584,2024-08-15 08:00:00,69.5,30.5,2.279
1585,2024-08-15 08:30:00,70.68,29.32,2.411
1586,2024-08-15 09:00:00,70.54,29.46,2.394
1587,2024-08-15 09:30:00,70.44,29.56,2.383
1588,2024-08-15 10:00:00,70.21,29.79,2.357
1589,2024-08-15 10:30:00,70.08,29.92,2.342
1590,2024-08-15 11:00:00,69.06,30.94,2.232
1591,2024-08-15 11:30:00,67.94,32.06,2.119
1592,2024-08-15 12:00:00,67.32,32.68,2.06
1593,2024-08-15 12:30:00,66.37,33.63,1.974
1594,2024-08-15 13:00:00,66.19,33.81,1.958
1595,2024-08-15 13:30:00,65.73,34.27,1.918
1596,2024-08-15 14:00:00,65.23,34.77,1.876
1597,2024-08-15 14:30:00,64.37,35.63,1.807
