,Data/Hora (SÃ£o Paulo),Long Account (%),Short Account (%),Long/Short Ratio
1598,2024-08-15 15:00:00,64.36,35.64,1.806
1599,2024-08-15 15:30:00,67.3,32.7,2.058
1600,2024-08-15 16:00:00,68.04,31.96,2.129
1601,2024-08-15 16:30:00,67.79,32.21,2.105
1602,2024-08-15 17:00:00,68.77,31.23,2.202
1603,2024-08-15 17:30:00,69.02,30.98,2.228
1604,2024-08-15 18:00:00,69.32,30.68,2.259
1605,2024-08-15 18:30:00,70.29,29.71,2.366
1606,2024-08-15 19:00:00,71.08,28.92,2.458
1607,2024-08-15 19:30:00,70.79,29.21,2.423
1608,2024-08-15 20:00:00,70.78,29.22,2.422
1609,2024-08-15 20:30:00,70.53,29.47,2.393
1610,2024-08-15 21:00:00,70.14,29.86,2.349
1611,2024-08-15 21:30:00,69.68,30.32,2.298
1612,2024-08-15 22:00:00,69.55,30.45,2.284
1613,2024-08-15 22:30:00,69.32,30.68,2.259
1614,2024-08-15 23:00:00,69.62,30.38,2.292
1615,2024-08-15 23:30:00,69.96,30.04,2.329
1616,2024-08-16 00:00:00,70.26,29.74,2.362
1617,2024-08-16 00:30:00,69.73,30.27,2.304
1618,2024-08-16 01:00:00,69.42,30.58,2.27
1619,2024-08-16 01:30:00,70.03,29.97,2.337
1620,2024-08-16 02:00:00,69.82,30.18,2.313
1621,2024-08-16 02:30:00,69.17,30.83,2.244
1622,2024-08-16 03:00:00,69.1,30.9,2.236
1623,2024-08-16 03:30:00,68.68,31.32,2.193
1624,2024-08-16 04:00:00,68.52,31.48,2.177
1625,2024-08-16 04:30:00,67.81,32.19,2.107
1626,2024-08-16 05:00:00,67.64,32.36,2.09
1627,2024-08-16 05:30:00,66.82,33.18,2.014
1628,2024-08-16 06:00:00,66.11,33.89,1.951
1629,2024-08-16 06:30:00,65.39,34.61,1.889
1630,2024-08-16 07:00:00,65.59,34.41,1.906
1631,2024-08-16 07:30:00,64.91,35.09,1.85
1632,2024-08-16 08:00:00,64.75,35.25,1.837
1633,2024-08-16 08:30:00,64.11,35.89,1.786
1634,2024-08-16 09:00:00,63.61,36.39,1.748
1635,2024-08-16 09:30:00,62.3,37.7,1.653
1636,2024-08-16 10:00:00,63.01,36.99,1.703
1637,2024-08-16 10:30:00,64.03,35.97,1.78
1638,2024-08-16 11:00:00,64.4,35.6,1.809
1639,2024-08-16 11:30:00,64.24,35.76,1.796
1640,2024-08-16 12:00:00,64.39,35.61,1.808
1641,2024-08-16 12:30:00,64.46,35.54,1.814
1642,2024-08-16 13:00:00,64.41,35.59,1.81
1643,2024-08-16 13:30:00,64.78,35.22,1.839
1644,2024-08-16 14:00:00,63.74,36.26,1.758
1645,2024-08-16 14:30:00,63.08,36.92,1.709
1646,2024-08-16 15:00:00,63.18,36.82,1.716
1647,2024-08-16 15:30:00,61.84,38.16,1.621
1648,2024-08-16 16:00:00,60.94,39.06,1.56
1649,2024-08-16 16:30:00,60.33,39.67,1.521
1650,2024-08-16 17:00:00,58.92,41.08,1.434
1651,2024-08-16 17:30:00,57.79,42.21,1.369
1652,2024-08-16 18:00:00,57.73,42.27,1.366
1653,2024-08-16 18:30:00,57.71,42.29,1.365
1654,2024-08-16 19:00:00,57.83,42.17,1.371
1655,2024-08-16 19:30:00,58.34,41.66,1.4
1656,2024-08-16 20:00:00,58.38,41.62,1.403
1657,2024-08-16 20:30:00,58.66,41.34,1.419
1658,2024-08-16 21:00:00,58.89,41.11,1.432
1659,2024-08-16 21:30:00,59.26,40.74,1.455
1660,2024-08-16 22:00:00,60.19,39.81,1.512
1661,2024-08-16 22:30:00,60.21,39.79,1.513
1662,2024-08-16 23:00:00,60.32,39.68,1.52
1663,2024-08-16 23:30:00,60.18,39.82,1.511
1664,2024-08-17 00:00:00,60.19,39.81,1.512
1665,2024-08-17 00:30:00,59.89,40.11,1.493
1666,2024-08-17 01:00:00,60.01,39.99,1.501
1667,2024-08-17 01:30:00,60.29,39.71,1.518
1668,2024-08-17 02:00:00,60.39,39.61,1.525
1669,2024-08-17 02:30:00,60.32,39.68,1.52
1670,2024-08-17 03:00:00,60.44,39.56,1.528
1671,2024-08-17 03:30:00,60.44,39.56,1.528
1672,2024-08-17 04:00:00,59.97,40.03,1.498
1673,2024-08-17 04:30:00,59.68,40.32,1.48
1674,2024-08-17 05:00:00,59.82,40.18,1.489
1675,2024-08-17 05:30:00,59.77,40.23,1.486
1676,2024-08-17 06:00:00,59.88,40.12,1.493
1677,2024-08-17 06:30:00,60.12,39.88,1.508
1678,2024-08-17 07:00:00,60.29,39.71,1.518
1679,2024-08-17 07:30:00,59.96,40.04,1.498
1680,2024-08-17 08:00:00,59.93,40.07,1.496
1681,2024-08-17 08:30:00,59.96,40.04,1.498
1682,2024-08-17 09:00:00,59.93,40.07,1.496
1683,2024-08-17 09:30:00,60.21,39.79,1.513
1684,2024-08-17 10:00:00,60.46,39.54,1.529
1685,2024-08-17 10:30:00,60.37,39.63,1.523
1686,2024-08-17 11:00:00,60.05,39.95,1.503
1687,2024-08-17 11:30:00,59.86,40.14,1.491
1688,2024-08-17 12:00:00,59.94,40.06,1.496
1689,2024-08-17 12:30:00,59.51,40.49,1.47
1690,2024-08-17 13:00:00,59.27,40.73,1.455
1691,2024-08-17 13:30:00,59.31,40.69,1.458
1692,2024-08-17 14:00:00,59.22,40.78,1.452
1693,2024-08-17 14:30:00,59.08,40.92,1.444
1694,2024-08-17 15:00:00,58.85,41.15,1.43
1695,2024-08-17 15:30:00,58.65,41.35,1.418
1696,2024-08-17 16:00:00,58.44,41.56,1.406
1697,2024-08-17 16:30:00,58.57,41.43,1.414
1698,2024-08-17 17:00:00,58.52,41.48,1.411
1699,2024-08-17 17:30:00,58.49,41.51,1.409
1700,2024-08-17 18:00:00,58.5,41.5,1.41
1701,2024-08-17 18:30:00,58.45,41.55,1.407
1702,2024-08-17 19:00:00,58.53,41.47,1.411
1703,2024-08-17 19:30:00,58.57,41.43,1.414
1704,2024-08-17 20:00:00,58.64,41.36,1.418
1705,2024-08-17 20:30:00,58.86,41.14,1.431
1706,2024-08-17 21:00:00,58.86,41.14,1.431
1707,2024-08-17 21:30:00,58.76,41.24,1.425
1708,2024-08-17 22:00:00,58.51,41.49,1.41
1709,2024-08-17 22:30:00,58.28,41.72,1.397
1710,2024-08-17 23:00:00,58.24,41.76,1.395
1711,2024-08-17 23:30:00,58.36,41.64,1.402
1712,2024-08-18 00:00:00,59.44,40.56,1.465
1713,2024-08-18 00:30:00,59.78,40.22,1.486
1714,2024-08-18 01:00:00,59.52,40.48,1.47
1715,2024-08-18 01:30:00,60.02,39.98,1.501
1716,2024-08-18 02:00:00,59.85,40.15,1.491
1717,2024-08-18 02:30:00,59.98,40.02,1.499
1718,2024-08-18 03:00:00,59.9,40.1,1.494
1719,2024-08-18 03:30:00,60.0,40.0,1.5
1720,2024-08-18 04:00:00,60.0,40.0,1.5
1721,2024-08-18 04:30:00,59.88,40.12,1.493
1722,2024-08-18 05:00:00,59.81,40.19,1.488
1723,2024-08-18 05:30:00,59.6,40.4,1.475
1724,2024-08-18 06:00:00,59.75,40.25,1.484
1725,2024-08-18 06:30:00,59.46,40.54,1.467
1726,2024-08-18 07:00:00,59.1,40.9,1.445
1727,2024-08-18 07:30:00,58.59,41.41,1.415
1728,2024-08-18 08:00:00,58.37,41.63,1.402
1729,2024-08-18 08:30:00,58.42,41.58,1.405
1730,2024-08-18 09:00:00,58.43,41.57,1.406
1731,2024-08-18 09:30:00,58.41,41.59,1.404
1732,2024-08-18 10:00:00,58.2,41.8,1.392
1733,2024-08-18 10:30:00,58.0,42.0,1.381
1734,2024-08-18 11:00:00,58.02,41.98,1.382
1735,2024-08-18 11:30:00,58.4,41.6,1.404
1736,2024-08-18 12:00:00,58.39,41.61,1.403
1737,2024-08-18 12:30:00,58.62,41.38,1.417
1738,2024-08-18 13:00:00,58.85,41.15,1.43
1739,2024-08-18 13:30:00,58.78,41.22,1.426
1740,2024-08-18 14:00:00,58.9,41.1,1.433
1741,2024-08-18 14:30:00,58.5,41.5,1.41
1742,2024-08-18 15:00:00,58.79,41.21,1.427
1743,2024-08-18 15:30:00,58.85,41.15,1.43
1744,2024-08-18 16:00:00,59.0,41.0,1.439
1745,2024-08-18 16:30:00,59.0,41.0,1.439
1746,2024-08-18 17:00:00,59.1,40.9,1.445
1747,2024-08-18 17:30:00,59.21,40.79,1.452
1748,2024-08-18 18:00:00,59.38,40.62,1.462
1749,2024-08-18 18:30:00,59.25,40.75,1.454
1750,2024-08-18 19:00:00,59.38,40.62,1.462
1751,2024-08-18 19:30:00,59.59,40.41,1.475
1752,2024-08-18 20:00:00,59.51,40.49,1.47
1753,2024-08-18 20:30:00,59.24,40.76,1.453
1754,2024-08-18 21:00:00,60.26,39.74,1.516
1755,2024-08-18 21:30:00,61.72,38.28,1.612
1756,2024-08-18 22:00:00,62.41,37.59,1.66
1757,2024-08-18 22:30:00,63.01,36.99,1.703
1758,2024-08-18 23:00:00,63.57,36.43,1.745
1759,2024-08-18 23:30:00,63.75,36.25,1.759
1760,2024-08-19 00:00:00,64.26,35.74,1.798
1761,2024-08-19 00:30:00,64.4,35.6,1.809
1762,2024-08-19 01:00:00,64.6,35.4,1.825
1763,2024-08-19 01:30:00,64.35,35.65,1.805
1764,2024-08-19 02:00:00,64.44,35.56,1.812
1765,2024-08-19 02:30:00,64.48,35.52,1.815
1766,2024-08-19 03:00:00,64.62,35.38,1.826
1767,2024-08-19 03:30:00,64.85,35.15,1.845
1768,2024-08-19 04:00:00,65.22,34.78,1.875
1769,2024-08-19 04:30:00,65.2,34.8,1.874
1770,2024-08-19 05:00:00,65.24,34.76,1.877
1771,2024-08-19 05:30:00,65.38,34.62,1.889
1772,2024-08-19 06:00:00,65.41,34.59,1.891
1773,2024-08-19 06:30:00,65.45,34.55,1.894
1774,2024-08-19 07:00:00,65.38,34.62,1.889
1775,2024-08-19 07:30:00,66.3,33.7,1.967
1776,2024-08-19 08:00:00,66.21,33.79,1.959
1777,2024-08-19 08:30:00,66.3,33.7,1.967
1778,2024-08-19 09:00:00,66.87,33.13,2.018
1779,2024-08-19 09:30:00,66.39,33.61,1.975
1780,2024-08-19 10:00:00,66.36,33.64,1.973
1781,2024-08-19 10:30:00,66.88,33.12,2.019
1782,2024-08-19 11:00:00,66.53,33.47,1.988
1783,2024-08-19 11:30:00,66.74,33.26,2.007
1784,2024-08-19 12:00:00,66.92,33.08,2.023
1785,2024-08-19 12:30:00,66.33,33.67,1.97
1786,2024-08-19 13:00:00,66.09,33.91,1.949
1787,2024-08-19 13:30:00,65.8,34.2,1.924
1788,2024-08-19 14:00:00,65.86,34.14,1.929
1789,2024-08-19 14:30:00,65.85,34.15,1.928
1790,2024-08-19 15:00:00,65.4,34.6,1.89
1791,2024-08-19 15:30:00,65.42,34.58,1.892
1792,2024-08-19 16:00:00,65.12,34.88,1.867
1793,2024-08-19 16:30:00,65.21,34.79,1.874
1794,2024-08-19 17:00:00,65.13,34.87,1.868
1795,2024-08-19 17:30:00,65.02,34.98,1.859
1796,2024-08-19 18:00:00,65.02,34.98,1.859
1797,2024-08-19 18:30:00,64.75,35.25,1.837
1798,2024-08-19 19:00:00,64.76,35.24,1.838
1799,2024-08-19 19:30:00,64.66,35.34,1.83
1800,2024-08-19 20:00:00,64.41,35.59,1.81
1801,2024-08-19 20:30:00,64.66,35.34,1.83
1802,2024-08-19 21:00:00,64.42,35.58,1.811
1803,2024-08-19 21:30:00,62.83,37.17,1.69
1804,2024-08-19 22:00:00,61.04,38.96,1.567
1805,2024-08-19 22:30:00,60.27,39.73,1.517
1806,2024-08-19 23:00:00,59.36,40.64,1.461
1807,2024-08-19 23:30:00,58.72,41.28,1.422
1808,2024-08-20 00:00:00,58.69,41.31,1.421
1809,2024-08-20 00:30:00,58.29,41.71,1.398
1810,2024-08-20 01:00:00,58.11,41.89,1.387
1811,2024-08-20 01:30:00,57.34,42.66,1.344
1812,2024-08-20 02:00:00,56.91,43.09,1.321
1813,2024-08-20 02:30:00,56.55,43.45,1.301
1814,2024-08-20 03:00:00,55.86,44.14,1.266
1815,2024-08-20 03:30:00,55.32,44.68,1.238
1816,2024-08-20 04:00:00,54.87,45.13,1.216
1817,2024-08-20 04:30:00,54.28,45.72,1.187
1818,2024-08-20 05:00:00,54.31,45.69,1.189
1819,2024-08-20 05:30:00,53.63,46.37,1.157
1820,2024-08-20 06:00:00,53.65,46.35,1.157
1821,2024-08-20 06:30:00,54.27,45.73,1.187
1822,2024-08-20 07:00:00,54.03,45.97,1.175
1823,2024-08-20 07:30:00,53.98,46.02,1.173
1824,2024-08-20 08:00:00,53.95,46.05,1.172
1825,2024-08-20 08:30:00,53.43,46.57,1.147
1826,2024-08-20 09:00:00,53.96,46.04,1.172
1827,2024-08-20 09:30:00,54.54,45.46,1.2
1828,2024-08-20 10:00:00,54.43,45.57,1.194
1829,2024-08-20 10:30:00,54.31,45.69,1.189
1830,2024-08-20 11:00:00,55.48,44.52,1.246
1831,2024-08-20 11:30:00,56.64,43.36,1.306
1832,2024-08-20 12:00:00,59.34,40.66,1.459
1833,2024-08-20 12:30:00,63.23,36.77,1.72
1834,2024-08-20 13:00:00,64.54,35.46,1.82
1835,2024-08-20 13:30:00,65.37,34.63,1.888
1836,2024-08-20 14:00:00,65.82,34.18,1.926
1837,2024-08-20 14:30:00,66.33,33.67,1.97
1838,2024-08-20 15:00:00,67.09,32.91,2.039
1839,2024-08-20 15:30:00,67.41,32.59,2.068
1840,2024-08-20 16:00:00,66.84,33.16,2.016
1841,2024-08-20 16:30:00,66.81,33.19,2.013
1842,2024-08-20 17:00:00,67.06,32.94,2.036
1843,2024-08-20 17:30:00,67.01,32.99,2.031
1844,2024-08-20 18:00:00,66.51,33.49,1.986
1845,2024-08-20 18:30:00,66.25,33.75,1.963
1846,2024-08-20 19:00:00,66.56,33.44,1.99
1847,2024-08-20 19:30:00,66.51,33.49,1.986
1848,2024-08-20 20:00:00,66.28,33.72,1.966
1849,2024-08-20 20:30:00,65.94,34.06,1.936
1850,2024-08-20 21:00:00,65.82,34.18,1.926
1851,2024-08-20 21:30:00,66.23,33.77,1.961
1852,2024-08-20 22:00:00,65.97,34.03,1.939
1853,2024-08-20 22:30:00,65.72,34.28,1.917
1854,2024-08-20 23:00:00,65.98,34.02,1.939
1855,2024-08-20 23:30:00,65.79,34.21,1.923
1856,2024-08-21 00:00:00,65.77,34.23,1.921
1857,2024-08-21 00:30:00,65.59,34.41,1.906
1858,2024-08-21 01:00:00,65.39,34.61,1.889
1859,2024-08-21 01:30:00,65.43,34.57,1.893
1860,2024-08-21 02:00:00,65.54,34.46,1.902
1861,2024-08-21 02:30:00,65.55,34.45,1.903
1862,2024-08-21 03:00:00,65.4,34.6,1.89
1863,2024-08-21 03:30:00,65.97,34.03,1.939
1864,2024-08-21 04:00:00,65.54,34.46,1.902
1865,2024-08-21 04:30:00,65.56,34.44,1.904
1866,2024-08-21 05:00:00,65.54,34.46,1.902
1867,2024-08-21 05:30:00,65.11,34.89,1.866
1868,2024-08-21 06:00:00,64.93,35.07,1.851
1869,2024-08-21 06:30:00,64.42,35.58,1.811
1870,2024-08-21 07:00:00,64.74,35.26,1.836
1871,2024-08-21 07:30:00,64.74,35.26,1.836
1872,2024-08-21 08:00:00,64.77,35.23,1.838
1873,2024-08-21 08:30:00,64.46,35.54,1.814
1874,2024-08-21 09:00:00,64.46,35.54,1.814
1875,2024-08-21 09:30:00,64.19,35.81,1.793
1876,2024-08-21 10:00:00,64.17,35.83,1.791
1877,2024-08-21 10:30:00,64.1,35.9,1.786
1878,2024-08-21 11:00:00,64.49,35.51,1.816
1879,2024-08-21 11:30:00,64.0,36.0,1.778
1880,2024-08-21 12:00:00,64.72,35.28,1.834
1881,2024-08-21 12:30:00,64.62,35.38,1.826
1882,2024-08-21 13:00:00,64.28,35.72,1.8
1883,2024-08-21 13:30:00,64.71,35.29,1.834
1884,2024-08-21 14:00:00,63.68,36.32,1.753
1885,2024-08-21 14:30:00,63.47,36.53,1.737
1886,2024-08-21 15:00:00,62.83,37.17,1.69
1887,2024-08-21 15:30:00,62.25,37.75,1.649
1888,2024-08-21 16:00:00,59.96,40.04,1.498
1889,2024-08-21 16:30:00,57.86,42.14,1.373
1890,2024-08-21 17:00:00,56.7,43.3,1.309
1891,2024-08-21 17:30:00,54.68,45.32,1.207
1892,2024-08-21 18:00:00,54.54,45.46,1.2
1893,2024-08-21 18:30:00,54.51,45.49,1.198
1894,2024-08-21 19:00:00,54.09,45.91,1.178
1895,2024-08-21 19:30:00,53.93,46.07,1.171
1896,2024-08-21 20:00:00,53.52,46.48,1.151
1897,2024-08-21 20:30:00,53.28,46.72,1.14
1898,2024-08-21 21:00:00,53.03,46.97,1.129
1899,2024-08-21 21:30:00,52.8,47.2,1.119
1900,2024-08-21 22:00:00,52.18,47.82,1.091
1901,2024-08-21 22:30:00,52.45,47.55,1.103
1902,2024-08-21 23:00:00,52.44,47.56,1.103
1903,2024-08-21 23:30:00,52.36,47.64,1.099
1904,2024-08-22 00:00:00,55.02,44.98,1.223
1905,2024-08-22 00:30:00,55.58,44.42,1.251
1906,2024-08-22 01:00:00,56.19,43.81,1.283
1907,2024-08-22 01:30:00,56.36,43.64,1.291
1908,2024-08-22 02:00:00,56.48,43.52,1.298
1909,2024-08-22 02:30:00,55.99,44.01,1.272
1910,2024-08-22 03:00:00,55.55,44.45,1.25
1911,2024-08-22 03:30:00,56.01,43.99,1.273
1912,2024-08-22 04:00:00,56.03,43.97,1.274
1913,2024-08-22 04:30:00,55.99,44.01,1.272
1914,2024-08-22 05:00:00,56.37,43.63,1.292
1915,2024-08-22 05:30:00,55.85,44.15,1.265
1916,2024-08-22 06:00:00,55.76,44.24,1.26
1917,2024-08-22 06:30:00,55.37,44.63,1.241
1918,2024-08-22 07:00:00,55.2,44.8,1.232
1919,2024-08-22 07:30:00,55.4,44.6,1.242
1920,2024-08-22 08:00:00,55.51,44.49,1.248
1921,2024-08-22 08:30:00,54.69,45.31,1.207
1922,2024-08-22 09:00:00,54.62,45.38,1.204
1923,2024-08-22 09:30:00,54.02,45.98,1.175
1924,2024-08-22 10:00:00,54.2,45.8,1.183
1925,2024-08-22 10:30:00,54.27,45.73,1.187
1926,2024-08-22 11:00:00,55.22,44.78,1.233
1927,2024-08-22 11:30:00,56.09,43.91,1.277
1928,2024-08-22 12:00:00,56.53,43.47,1.3
1929,2024-08-22 12:30:00,57.3,42.7,1.342
1930,2024-08-22 13:00:00,58.32,41.68,1.399
1931,2024-08-22 13:30:00,58.86,41.14,1.431
1932,2024-08-22 14:00:00,59.12,40.88,1.446
1933,2024-08-22 14:30:00,59.38,40.62,1.462
1934,2024-08-22 15:00:00,59.57,40.43,1.473
1935,2024-08-22 15:30:00,59.72,40.28,1.483
1936,2024-08-22 16:00:00,59.75,40.25,1.484
1937,2024-08-22 16:30:00,60.18,39.82,1.511
1938,2024-08-22 17:00:00,60.44,39.56,1.528
1939,2024-08-22 17:30:00,60.49,39.51,1.531
1940,2024-08-22 18:00:00,60.55,39.45,1.535
1941,2024-08-22 18:30:00,60.51,39.49,1.532
1942,2024-08-22 19:00:00,60.57,39.43,1.536
1943,2024-08-22 19:30:00,60.56,39.44,1.535
1944,2024-08-22 20:00:00,60.62,39.38,1.539
1945,2024-08-22 20:30:00,60.62,39.38,1.539
1946,2024-08-22 21:00:00,61.04,38.96,1.567
1947,2024-08-22 21:30:00,61.19,38.81,1.577
1948,2024-08-22 22:00:00,60.64,39.36,1.541
1949,2024-08-22 22:30:00,60.56,39.44,1.535
1950,2024-08-22 23:00:00,60.61,39.39,1.539
1951,2024-08-22 23:30:00,60.64,39.36,1.541
1952,2024-08-23 00:00:00,60.5,39.5,1.532
1953,2024-08-23 00:30:00,60.54,39.46,1.534
1954,2024-08-23 01:00:00,60.58,39.42,1.537
1955,2024-08-23 01:30:00,61.0,39.0,1.564
1956,2024-08-23 02:00:00,60.97,39.03,1.562
1957,2024-08-23 02:30:00,59.92,40.08,1.495
1958,2024-08-23 03:00:00,59.82,40.18,1.489
1959,2024-08-23 03:30:00,59.35,40.65,1.46
1960,2024-08-23 04:00:00,58.0,42.0,1.381
1961,2024-08-23 04:30:00,57.59,42.41,1.358
1962,2024-08-23 05:00:00,57.67,42.33,1.362
1963,2024-08-23 05:30:00,57.91,42.09,1.376
1964,2024-08-23 06:00:00,57.4,42.6,1.347
1965,2024-08-23 06:30:00,56.8,43.2,1.315
1966,2024-08-23 07:00:00,56.44,43.56,1.296
1967,2024-08-23 07:30:00,56.63,43.37,1.306
1968,2024-08-23 08:00:00,56.61,43.39,1.305
1969,2024-08-23 08:30:00,56.6,43.4,1.304
1970,2024-08-23 09:00:00,57.08,42.92,1.33
1971,2024-08-23 09:30:00,57.88,42.12,1.374
1972,2024-08-23 10:00:00,57.72,42.28,1.365
1973,2024-08-23 10:30:00,57.6,42.4,1.358
1974,2024-08-23 11:00:00,57.5,42.5,1.353
1975,2024-08-23 11:30:00,54.99,45.01,1.222
1976,2024-08-23 12:00:00,57.13,42.87,1.333
1977,2024-08-23 12:30:00,56.69,43.31,1.309
1978,2024-08-23 13:00:00,55.17,44.83,1.231
1979,2024-08-23 13:30:00,55.25,44.75,1.235
1980,2024-08-23 14:00:00,55.16,44.84,1.23
1981,2024-08-23 14:30:00,54.87,45.13,1.216
1982,2024-08-23 15:00:00,52.02,47.98,1.084
1983,2024-08-23 15:30:00,50.31,49.69,1.012
1984,2024-08-23 16:00:00,49.09,50.91,0.964
1985,2024-08-23 16:30:00,49.42,50.58,0.977
1986,2024-08-23 17:00:00,48.61,51.39,0.946
1987,2024-08-23 17:30:00,48.23,51.77,0.932
1988,2024-08-23 18:00:00,47.6,52.4,0.908
1989,2024-08-23 18:30:00,48.98,51.02,0.96
1990,2024-08-23 19:00:00,48.73,51.27,0.95
1991,2024-08-23 19:30:00,48.58,51.42,0.945
1992,2024-08-23 20:00:00,48.09,51.91,0.926
1993,2024-08-23 20:30:00,48.04,51.96,0.925
