time,open,high,low,close
2024-08-23 15:00:00-03:00,87391.71,88735.6,87274.17,88735.6
2024-08-23 15:30:00-03:00,88735.6,89211.71,88717.9,89211.71
2024-08-23 16:00:00-03:00,89211.71,89462.3,88902.9,88902.9
2024-08-23 16:30:00-03:00,88902.9,88966.07,88673.79,88758.03
2024-08-23 17:00:00-03:00,88758.03,89425.73,88758.03,89425.73
2024-08-23 17:30:00-03:00,89425.73,89839.59,89404.39,89839.59
2024-08-23 18:00:00-03:00,89839.59,90065.89,88008.3,88036.21
2024-08-23 18:30:00-03:00,88036.21,88186.42,87703.54,87744.32
2024-08-23 19:00:00-03:00,87744.32,87865.91,87458.19,87567.21
2024-08-23 19:30:00-03:00,87567.21,87606.04,87048.94,87116.33
2024-08-23 20:00:00-03:00,87116.33,87116.69,86911.86,86911.86
2024-08-23 20:30:00-03:00,86911.86,86911.86,86474.24,86681.74
2024-08-23 21:00:00-03:00,86681.74,86681.74,86519.76,86662.93
2024-08-23 21:30:00-03:00,86662.93,86689.48,86478.78,86519.01
2024-08-23 22:00:00-03:00,86519.01,86693.05,86499.39,86540.64
2024-08-23 22:30:00-03:00,86540.64,86573.06,86386.32,86386.32
2024-08-23 23:00:00-03:00,86386.32,86572.13,86386.32,86560.33
2024-08-23 23:30:00-03:00,86560.33,86595.19,86547.59,86547.59
2024-08-24 00:00:00-03:00,86547.59,86547.59,86426.24,86481.74
2024-08-24 00:30:00-03:00,86481.74,86483.63,86313.84,86331.05
2024-08-24 01:00:00-03:00,86331.05,86504.93,86329.59,86492.98
2024-08-24 01:30:00-03:00,86492.98,86524.37,86441.13,86524.37
2024-08-24 02:00:00-03:00,86524.37,86996.29,86514.32,86996.29
2024-08-24 02:30:00-03:00,86996.29,87188.04,86996.29,87164.91
2024-08-24 03:00:00-03:00,87164.91,87336.33,87146.2,87320.76
2024-08-24 03:30:00-03:00,87320.76,87418.04,87106.2,87196.41
2024-08-24 04:00:00-03:00,87196.41,87443.12,87196.41,87443.12
2024-08-24 04:30:00-03:00,87443.12,87855.61,87441.77,87855.61
2024-08-24 05:00:00-03:00,87855.61,87939.57,87781.47,87939.57
2024-08-24 05:30:00-03:00,87939.57,88377.89,87939.57,88377.89
2024-08-24 06:00:00-03:00,88377.89,88574.53,88377.89,88551.64
2024-08-24 06:30:00-03:00,88551.64,88752.66,88516.02,88752.66
2024-08-24 07:00:00-03:00,88752.66,88752.66,88576.23,88589.42
2024-08-24 07:30:00-03:00,88589.42,88624.84,87967.6,87967.6
2024-08-24 08:00:00-03:00,87967.6,88006.41,87890.85,87921.96
2024-08-24 08:30:00-03:00,87921.96,88018.17,87533.97,87533.97
2024-08-24 09:00:00-03:00,87533.97,87633.84,87522.17,87554.74
2024-08-24 09:30:00-03:00,87554.74,87567.21,87465.35,87553.09
2024-08-24 10:00:00-03:00,87553.09,87556.82,87349.08,87473.76
2024-08-24 10:30:00-03:00,87473.76,87716.1,87444.71,87716.1
2024-08-24 11:00:00-03:00,87716.1,87830.35,87666.21,87689.37
2024-08-24 11:30:00-03:00,87689.37,87721.17,87621.67,87664.49
2024-08-24 12:00:00-03:00,87664.49,87971.61,87606.45,87971.61
2024-08-24 12:30:00-03:00,87971.61,88389.06,87967.9,88380.75
2024-08-24 13:00:00-03:00,88380.75,88380.75,88011.72,88011.72
2024-08-24 13:30:00-03:00,88011.72,88011.72,87469.37,87544.12
2024-08-24 14:00:00-03:00,87544.12,87552.72,87377.56,87377.56
2024-08-24 14:30:00-03:00,87377.56,87450.6,87334.14,87416.28
2024-08-24 15:00:00-03:00,87416.28,87724.47,87416.28,87716.72
2024-08-24 15:30:00-03:00,87716.72,87735.41,87557.15,87590.01
2024-08-24 16:00:00-03:00,87590.01,87590.01,87556.87,87570.16
2024-08-24 16:30:00-03:00,87570.16,87602.27,87568.64,87576.01
2024-08-24 17:00:00-03:00,87576.01,87576.01,87449.12,87454.35
2024-08-24 17:30:00-03:00,87454.35,87454.35,87350.68,87350.68
2024-08-24 18:00:00-03:00,87350.68,87350.68,86813.07,86813.07
2024-08-24 18:30:00-03:00,86813.07,86820.52,86539.67,86539.67
2024-08-24 19:00:00-03:00,86539.67,86736.75,86531.2,86712.35
2024-08-24 19:30:00-03:00,86712.35,86766.13,86651.05,86766.13
2024-08-24 20:00:00-03:00,86766.13,87319.04,86766.13,87319.04
2024-08-24 20:30:00-03:00,87319.04,87334.86,87051.74,87051.74
2024-08-24 21:00:00-03:00,87051.74,87366.36,86916.82,87366.36
2024-08-24 21:30:00-03:00,87366.36,87841.83,87366.36,87803.19
2024-08-24 22:00:00-03:00,87803.19,87803.19,87558.22,87690.73
2024-08-24 22:30:00-03:00,87690.73,88053.73,87690.73,88053.73
2024-08-24 23:00:00-03:00,88053.73,88243.46,88053.73,88156.86
2024-08-24 23:30:00-03:00,88156.86,88158.76,88090.35,88094.67
2024-08-25 00:00:00-03:00,88094.67,88106.06,88059.59,88076.12
2024-08-25 00:30:00-03:00,88076.12,88076.12,87985.6,88039.41
2024-08-25 01:00:00-03:00,88039.41,88149.6,88039.41,88116.54
2024-08-25 01:30:00-03:00,88116.54,88131.09,88095.83,88105.07
2024-08-25 02:00:00-03:00,88105.07,88144.56,88072.74,88144.56
2024-08-25 02:30:00-03:00,88144.56,88238.83,88144.56,88188.11
2024-08-25 03:00:00-03:00,88188.11,88357.64,88188.11,88353.75
2024-08-25 03:30:00-03:00,88353.75,88404.98,88336.36,88386.09
2024-08-25 04:00:00-03:00,88386.09,88830.97,88386.09,88680.3
2024-08-25 04:30:00-03:00,88680.3,88767.42,88625.7,88627.6
2024-08-25 05:00:00-03:00,88627.6,88834.58,88626.28,88825.63
2024-08-25 05:30:00-03:00,88825.63,88960.36,88820.14,88933.84
2024-08-25 06:00:00-03:00,88933.84,88949.87,88837.03,88852.17
2024-08-25 06:30:00-03:00,88852.17,88955.2,88852.17,88914.76
2024-08-25 07:00:00-03:00,88914.76,88931.25,88647.89,88662.99
2024-08-25 07:30:00-03:00,88662.99,88734.44,88637.43,88716.59
2024-08-25 08:00:00-03:00,88716.59,88736.67,88593.31,88593.31
2024-08-25 08:30:00-03:00,88593.31,88593.31,88510.49,88579.37
2024-08-25 09:00:00-03:00,88579.37,88735.16,88578.92,88735.16
2024-08-25 09:30:00-03:00,88735.16,88759.17,88698.79,88759.17
2024-08-25 10:00:00-03:00,88759.17,88763.39,88407.93,88407.93
2024-08-25 10:30:00-03:00,88407.93,88407.93,88240.66,88317.17
2024-08-25 11:00:00-03:00,88317.17,88377.72,88300.67,88361.4
2024-08-25 11:30:00-03:00,88361.4,88361.4,88217.18,88271.15
2024-08-25 12:00:00-03:00,88271.15,88321.09,88228.38,88232.55
2024-08-25 12:30:00-03:00,88232.55,88284.88,88185.69,88284.88
2024-08-25 13:00:00-03:00,88284.88,88387.1,88260.55,88387.1
2024-08-25 13:30:00-03:00,88387.1,88416.26,88284.24,88350.53
2024-08-25 14:00:00-03:00,88350.53,88354.4,88301.77,88304.71
2024-08-25 14:30:00-03:00,88304.71,88343.44,88273.08,88292.61
2024-08-25 15:00:00-03:00,88292.61,88314.54,88285.68,88313.25
2024-08-25 15:30:00-03:00,88313.25,88349.17,88259.71,88260.02
2024-08-25 16:00:00-03:00,88260.02,88357.95,88260.02,88357.95
2024-08-25 16:30:00-03:00,88357.95,88438.86,88353.96,88438.86
2024-08-25 17:00:00-03:00,88438.86,88460.38,88406.53,88417.59
2024-08-25 17:30:00-03:00,88417.59,88471.35,88398.56,88442.2
2024-08-25 18:00:00-03:00,88442.2,88445.12,87966.32,88046.86
2024-08-25 18:30:00-03:00,88046.86,88233.44,88046.86,88222.65
2024-08-25 19:00:00-03:00,88222.65,88605.54,88222.65,88505.17
2024-08-25 19:30:00-03:00,88505.17,88591.35,88494.56,88571.04
2024-08-25 20:00:00-03:00,88571.04,88883.47,88063.67,88883.47
2024-08-25 20:30:00-03:00,88883.47,88883.47,87924.03,87948.77
2024-08-25 21:00:00-03:00,87948.77,87995.45,87838.04,87841.34
2024-08-25 21:30:00-03:00,87841.34,87976.49,87823.89,87885.38
2024-08-25 22:00:00-03:00,87885.38,87912.52,87705.29,87708.1
2024-08-25 22:30:00-03:00,87708.1,87919.07,87708.1,87919.07
2024-08-25 23:00:00-03:00,87919.07,88020.04,87652.83,87652.83
2024-08-25 23:30:00-03:00,87652.83,87670.8,87591.58,87617.14
2024-08-26 00:00:00-03:00,87617.14,87637.99,87518.07,87539.37
2024-08-26 00:30:00-03:00,87539.37,87541.51,87416.76,87493.24
2024-08-26 01:00:00-03:00,87493.24,87494.99,87438.32,87438.32
2024-08-26 01:30:00-03:00,87438.32,87447.79,87394.06,87419.09
2024-08-26 02:00:00-03:00,87419.09,87538.04,87412.11,87538.04
2024-08-26 02:30:00-03:00,87538.04,87613.04,87538.04,87613.04
2024-08-26 03:00:00-03:00,87613.04,87656.24,87590.82,87623.51
2024-08-26 03:30:00-03:00,87623.51,87659.53,87230.57,87313.66
2024-08-26 04:00:00-03:00,87313.66,87339.65,87096.93,87116.7
2024-08-26 04:30:00-03:00,87116.7,87220.7,87108.53,87129.38
2024-08-26 05:00:00-03:00,87129.38,87188.66,87129.38,87171.73
2024-08-26 05:30:00-03:00,87171.73,87180.53,87109.76,87123.94
2024-08-26 06:00:00-03:00,87123.94,87210.33,87064.77,87210.25
2024-08-26 06:30:00-03:00,87210.25,87210.25,86382.32,86382.32
2024-08-26 07:00:00-03:00,86382.32,86544.66,86269.79,86523.51
2024-08-26 07:30:00-03:00,86523.51,86825.41,86451.83,86593.13
2024-08-26 08:00:00-03:00,86593.13,86593.13,86016.66,86035.29
2024-08-26 08:30:00-03:00,86035.29,86104.67,86028.4,86086.4
2024-08-26 09:00:00-03:00,86086.4,86097.21,86008.56,86015.84
2024-08-26 09:30:00-03:00,86015.84,86071.13,85733.66,85786.89
2024-08-26 10:00:00-03:00,85786.89,85868.46,85786.89,85856.99
2024-08-26 10:30:00-03:00,85856.99,86050.09,85768.06,85960.91
2024-08-26 11:00:00-03:00,85960.91,86073.59,85737.5,85739.4
2024-08-26 11:30:00-03:00,85739.4,86024.83,85516.87,85933.63
2024-08-26 12:00:00-03:00,85933.63,85964.57,85872.36,85927.2
2024-08-26 12:30:00-03:00,85927.2,86162.57,85927.2,86162.57
2024-08-26 13:00:00-03:00,86162.57,86189.33,85983.32,86057.8
2024-08-26 13:30:00-03:00,86057.8,86136.71,85827.86,86041.37
2024-08-26 14:00:00-03:00,86041.37,86237.25,86039.97,86183.54
2024-08-26 14:30:00-03:00,86183.54,86226.28,85753.82,85916.65
2024-08-26 15:00:00-03:00,85916.65,86205.35,85903.18,86149.77
2024-08-26 15:30:00-03:00,86149.77,86269.6,86064.6,86138.33
2024-08-26 16:00:00-03:00,86138.33,86176.44,86093.4,86093.4
2024-08-26 16:30:00-03:00,86093.4,86120.06,85903.76,85903.76
2024-08-26 17:00:00-03:00,85903.76,85948.02,85793.36,85948.02
2024-08-26 17:30:00-03:00,85948.02,85971.36,85881.12,85882.87
2024-08-26 18:00:00-03:00,85882.87,85919.47,84952.84,85012.96
2024-08-26 18:30:00-03:00,85012.96,85180.7,84793.19,84793.19
2024-08-26 19:00:00-03:00,84793.19,84817.02,84704.05,84709.93
2024-08-26 19:30:00-03:00,84709.93,84718.87,84376.68,84398.64
2024-08-26 20:00:00-03:00,84398.64,84466.74,84337.13,84405.66
2024-08-26 20:30:00-03:00,84405.66,84500.55,84285.87,84294.9
2024-08-26 21:00:00-03:00,84294.9,84536.73,84294.9,84468.75
2024-08-26 21:30:00-03:00,84468.75,84605.1,84298.5,84331.24
2024-08-26 22:00:00-03:00,84331.24,85513.76,84331.24,85178.34
2024-08-26 22:30:00-03:00,85178.34,85178.34,84910.54,85115.63
2024-08-26 23:00:00-03:00,85115.63,85115.63,84961.96,84961.96
2024-08-26 23:30:00-03:00,84961.96,84978.42,84905.24,84905.24
2024-08-27 00:00:00-03:00,84905.24,84934.58,84593.79,84617.46
2024-08-27 00:30:00-03:00,84617.46,84617.46,84390.21,84449.84
2024-08-27 01:00:00-03:00,84449.84,84626.87,84449.84,84609.35
2024-08-27 01:30:00-03:00,84609.35,84815.8,84599.1,84786.75
2024-08-27 02:00:00-03:00,84786.75,85020.34,84786.75,85001.51
2024-08-27 02:30:00-03:00,85001.51,85049.02,84624.85,84637.82
2024-08-27 03:00:00-03:00,84637.82,84710.75,84599.82,84684.72
2024-08-27 03:30:00-03:00,84684.72,84688.24,84466.04,84622.6
2024-08-27 04:00:00-03:00,84622.6,84707.53,84562.92,84569.01
2024-08-27 04:30:00-03:00,84569.01,84577.06,84472.08,84543.39
2024-08-27 05:00:00-03:00,84543.39,84543.39,84384.09,84486.5
2024-08-27 05:30:00-03:00,84486.5,84549.75,84486.5,84549.14
2024-08-27 06:00:00-03:00,84549.14,84586.76,84508.07,84570.03
2024-08-27 06:30:00-03:00,84570.03,84949.81,84570.03,84912.35
2024-08-27 07:00:00-03:00,84912.35,85421.82,84912.35,85400.56
2024-08-27 07:30:00-03:00,85400.56,85592.39,85118.49,85303.93
2024-08-27 08:00:00-03:00,85303.93,85351.53,85230.12,85230.12
2024-08-27 08:30:00-03:00,85230.12,85269.42,85198.71,85217.26
2024-08-27 09:00:00-03:00,85217.26,85388.35,85217.26,85379.56
2024-08-27 09:30:00-03:00,85379.56,85634.55,85226.19,85634.55
2024-08-27 10:00:00-03:00,85634.55,86172.12,85634.55,86038.52
2024-08-27 10:30:00-03:00,86038.52,86038.52,85406.51,85424.27
2024-08-27 11:00:00-03:00,85424.27,86310.93,84954.56,86035.69
2024-08-27 11:30:00-03:00,86035.69,86052.77,85933.09,85933.09
2024-08-27 12:00:00-03:00,85933.09,86470.2,85679.99,86470.2
2024-08-27 12:30:00-03:00,86470.2,86858.17,86161.19,86848.45
2024-08-27 13:00:00-03:00,86848.45,87476.27,86848.45,87368.19
2024-08-27 13:30:00-03:00,87368.19,87368.19,87180.99,87237.69
2024-08-27 14:00:00-03:00,87237.69,87349.33,87230.31,87244.79
2024-08-27 14:30:00-03:00,87244.79,87347.04,87229,87321.43
2024-08-27 15:00:00-03:00,87321.43,87391.72,87057.15,87057.15
2024-08-27 15:30:00-03:00,87057.15,87060.31,86989.48,87045.33
2024-08-27 16:00:00-03:00,87045.33,87086.85,86896.96,86931.64
2024-08-27 16:30:00-03:00,86931.64,86948.52,86710.21,86752.58
2024-08-27 17:00:00-03:00,86752.58,86841.02,86675.78,86675.78
2024-08-27 17:30:00-03:00,86675.78,86675.78,86476.42,86476.42
2024-08-27 18:00:00-03:00,86476.42,86476.42,85302.21,85307.16
2024-08-27 18:30:00-03:00,85307.16,85307.16,82578.59,82616.85
2024-08-27 19:00:00-03:00,82616.85,82824.43,80179.76,80705.35
2024-08-27 19:30:00-03:00,80705.35,80871.13,80275.82,80861.13
2024-08-27 20:00:00-03:00,80861.13,81569.8,80539.66,81543.44
2024-08-27 20:30:00-03:00,81543.44,81680.06,81369.67,81453.79
2024-08-27 21:00:00-03:00,81453.79,81941.88,81453.79,81810.43
2024-08-27 21:30:00-03:00,81810.43,81906.06,81558.5,81707.69
2024-08-27 22:00:00-03:00,81707.69,81988.19,81651.42,81988.19
2024-08-27 22:30:00-03:00,81988.19,82251.44,81988.19,82013.43
2024-08-27 23:00:00-03:00,82013.43,82139.83,81988.31,82139.83
2024-08-27 23:30:00-03:00,82139.83,82316.84,82079.19,82316.84
2024-08-28 00:00:00-03:00,82316.84,82501.09,82316.84,82487.98
2024-08-28 00:30:00-03:00,82487.98,82533.53,82466.95,82533.53
2024-08-28 01:00:00-03:00,82533.53,82627.92,82525.67,82603.9
2024-08-28 01:30:00-03:00,82603.9,82631.22,82511.97,82552.14
2024-08-28 02:00:00-03:00,82552.14,82571.09,82422.31,82477.55
2024-08-28 02:30:00-03:00,82477.55,82529.97,82382.58,82427.72
2024-08-28 03:00:00-03:00,82427.72,82491.77,82346.54,82353.38
2024-08-28 03:30:00-03:00,82353.38,82475.27,82351.45,82376.4
2024-08-28 04:00:00-03:00,82376.4,82386.93,81949,81949
2024-08-28 04:30:00-03:00,81949,82014.48,81883.03,82014.48
2024-08-28 05:00:00-03:00,82014.48,82105.43,81809.95,81809.95
2024-08-28 05:30:00-03:00,81809.95,81839.71,81704.06,81839.71
2024-08-28 06:00:00-03:00,81839.71,81929.18,81770.49,81789.58
2024-08-28 06:30:00-03:00,81789.58,81950.94,80680.05,80680.05
2024-08-28 07:00:00-03:00,80680.05,80680.05,80355.35,80581.81
2024-08-28 07:30:00-03:00,80581.81,80704.72,80540.3,80687.88
2024-08-28 08:00:00-03:00,80687.88,80978.45,80538.51,80978.45
2024-08-28 08:30:00-03:00,80978.45,81205.12,80978.45,81190.69
2024-08-28 09:00:00-03:00,81190.69,81349.83,81174.9,81174.9
2024-08-28 09:30:00-03:00,81174.9,81329.85,81071.73,81329.85
2024-08-28 10:00:00-03:00,81329.85,81419.09,81230.56,81419.09
2024-08-28 10:30:00-03:00,81419.09,82045.44,81419.09,81729.99
2024-08-28 11:00:00-03:00,81729.99,81744.91,81528.49,81686.27
2024-08-28 11:30:00-03:00,81686.27,82212.32,81677.47,81872.66
2024-08-28 12:00:00-03:00,81872.66,82001.79,80970.83,81018.11
2024-08-28 12:30:00-03:00,81018.11,81088.07,80588.51,80588.51
2024-08-28 13:00:00-03:00,80588.51,80915.48,80502.27,80531
2024-08-28 13:30:00-03:00,80531,80640.58,79764.61,79764.88
2024-08-28 14:00:00-03:00,79764.88,79777.59,79494.37,79777.59
2024-08-28 14:30:00-03:00,79777.59,79812.82,79729.71,79741.85
2024-08-28 15:00:00-03:00,79741.85,79888.43,79741.85,79792.6
2024-08-28 15:30:00-03:00,79792.6,79837.88,78924.26,79088.58
2024-08-28 16:00:00-03:00,79088.58,79337.63,79023.11,79311.91
2024-08-28 16:30:00-03:00,79311.91,79311.91,79011.09,79011.09
2024-08-28 17:00:00-03:00,79011.09,79432.32,78957.83,79081.43
2024-08-28 17:30:00-03:00,79081.43,79151.71,78756.13,78756.13
2024-08-28 18:00:00-03:00,78756.13,78950.21,78728.42,78728.42
2024-08-28 18:30:00-03:00,78728.42,78788.32,78680.84,78725.94
2024-08-28 19:00:00-03:00,78725.94,79233.96,78725.94,79222.58
2024-08-28 19:30:00-03:00,79222.58,79280.1,79103.11,79280.1
2024-08-28 20:00:00-03:00,79280.1,79280.1,79158.87,79167.77
2024-08-28 20:30:00-03:00,79167.77,79167.77,79110.26,79137.69
2024-08-28 21:00:00-03:00,79137.69,79203.11,79115.22,79140.18
2024-08-28 21:30:00-03:00,79140.18,79277.38,79140.18,79223.7
2024-08-28 22:00:00-03:00,79223.7,79334.82,79193.89,79210.05
2024-08-28 22:30:00-03:00,79210.05,79342.54,79210.05,79341.8
2024-08-28 23:00:00-03:00,79341.8,79398.73,79340.15,79398.73
2024-08-28 23:30:00-03:00,79398.73,79530.4,79397.07,79530.4
2024-08-29 00:00:00-03:00,79530.4,79589.97,79457.61,79468.02
2024-08-29 00:30:00-03:00,79468.02,79690.43,79468.02,79690.43
2024-08-29 01:00:00-03:00,79690.43,79786.89,79651.15,79786.89
2024-08-29 01:30:00-03:00,79786.89,79996.05,79785.51,79996.05
2024-08-29 02:00:00-03:00,79996.05,80207.14,79915.71,80207.14
2024-08-29 02:30:00-03:00,80207.14,80408.91,80207.14,80408.91
2024-08-29 03:00:00-03:00,80408.91,80443.91,80237.24,80274.75
2024-08-29 03:30:00-03:00,80274.75,80508.56,80274.75,80508.56
2024-08-29 04:00:00-03:00,80508.56,80624.67,80498.84,80616.48
2024-08-29 04:30:00-03:00,80616.48,80629.7,80602.97,80618.9
2024-08-29 05:00:00-03:00,80618.9,80666.06,80581.09,80637.6
2024-08-29 05:30:00-03:00,80637.6,80865.34,80637.6,80858.78
2024-08-29 06:00:00-03:00,80858.78,81054.79,80858.78,81031.41
2024-08-29 06:30:00-03:00,81031.41,81135.98,81031.41,81070.61
2024-08-29 07:00:00-03:00,81070.61,81404.8,81063.6,81404.8
2024-08-29 07:30:00-03:00,81404.8,81429.93,81287.71,81382.2
2024-08-29 08:00:00-03:00,81382.2,82019.54,81381.1,82019.54
2024-08-29 08:30:00-03:00,82019.54,82830,82019.31,82561.83
2024-08-29 09:00:00-03:00,82561.83,82634.9,82494.03,82563.89
2024-08-29 09:30:00-03:00,82563.89,83157.65,82563.89,83151.21
2024-08-29 10:00:00-03:00,83151.21,83357.15,83138.17,83138.17
2024-08-29 10:30:00-03:00,83138.17,83626.58,83088.47,83626.58
2024-08-29 11:00:00-03:00,83626.58,83793.18,83210.11,83265.17
2024-08-29 11:30:00-03:00,83265.17,83592.82,83232.86,83575.68
2024-08-29 12:00:00-03:00,83575.68,84304.77,83571.08,84304.03
2024-08-29 12:30:00-03:00,84304.03,84458.66,84192.92,84300.3
2024-08-29 13:00:00-03:00,84300.3,84470.28,84253.44,84253.44
2024-08-29 13:30:00-03:00,84253.44,84257.63,83417.37,83494.62
2024-08-29 14:00:00-03:00,83494.62,83536.14,83391.88,83496.52
2024-08-29 14:30:00-03:00,83496.52,83537.37,83440.56,83442.49
2024-08-29 15:00:00-03:00,83442.49,83556.18,82550.61,82550.61
2024-08-29 15:30:00-03:00,82550.61,82992.67,82489.01,82625.17
2024-08-29 16:00:00-03:00,82625.17,82755.94,82307.07,82380.43
2024-08-29 16:30:00-03:00,82380.43,82388.93,82038.1,82110.43
2024-08-29 17:00:00-03:00,82110.43,82111.5,81982.32,81991.02
2024-08-29 17:30:00-03:00,81991.02,81991.23,81877.55,81877.55
2024-08-29 18:00:00-03:00,81877.55,81881.11,81664.44,81679.58
2024-08-29 18:30:00-03:00,81679.58,81766.39,81667.39,81766.39
2024-08-29 19:00:00-03:00,81766.39,81836.37,81331.96,81410.2
2024-08-29 19:30:00-03:00,81410.2,81476.14,81355.35,81381.74
2024-08-29 20:00:00-03:00,81381.74,81388.52,81347.8,81378.62
2024-08-29 20:30:00-03:00,81378.62,81439.37,81352.51,81439.37
2024-08-29 21:00:00-03:00,81439.37,81453.52,81411.3,81422.82
2024-08-29 21:30:00-03:00,81422.82,81524.25,81326.05,81344.2
2024-08-29 22:00:00-03:00,81344.2,81480.44,81258.49,81288.73
2024-08-29 22:30:00-03:00,81288.73,81288.73,81198.03,81234.15
2024-08-29 23:00:00-03:00,81234.15,81418.74,81228.28,81417.48
2024-08-29 23:30:00-03:00,81417.48,81468.57,81387.1,81467.25
2024-08-30 00:00:00-03:00,81467.25,81756.67,81467.25,81735.31
2024-08-30 00:30:00-03:00,81735.31,81794.17,81735.31,81752.27
2024-08-30 01:00:00-03:00,81752.27,81827.89,81752.27,81795.32
2024-08-30 01:30:00-03:00,81795.32,81953.6,81770.17,81953.6
2024-08-30 02:00:00-03:00,81953.6,82005.84,81831.33,81960.28
2024-08-30 02:30:00-03:00,81960.28,81976.07,81931.65,81950.33
2024-08-30 03:00:00-03:00,81950.33,82169.63,81950.33,82147.59
2024-08-30 03:30:00-03:00,82147.59,82155.02,81370.89,81383.87
2024-08-30 04:00:00-03:00,81383.87,81759.13,81383.87,81581.17
2024-08-30 04:30:00-03:00,81581.17,81642.98,81248.33,81366.92
2024-08-30 05:00:00-03:00,81366.92,81462.84,81334.46,81459.64
2024-08-30 05:30:00-03:00,81459.64,81511.86,81323.03,81494.66
2024-08-30 06:00:00-03:00,81494.66,81616.4,81434.42,81434.42
2024-08-30 06:30:00-03:00,81434.42,81559.58,81382.12,81494.02
2024-08-30 07:00:00-03:00,81494.02,81721.8,81468.52,81721.8
2024-08-30 07:30:00-03:00,81721.8,81783.76,81686.66,81754.95
2024-08-30 08:00:00-03:00,81754.95,81824.78,81690.22,81730.8
2024-08-30 08:30:00-03:00,81730.8,81764.16,81638.94,81755.47
2024-08-30 09:00:00-03:00,81755.47,81769.14,81465.54,81465.54
2024-08-30 09:30:00-03:00,81465.54,81499.11,81012.23,81381.65
2024-08-30 10:00:00-03:00,81381.65,81869.24,81381.65,81869.24
2024-08-30 10:30:00-03:00,81869.24,81904.35,80862.14,80965.58
2024-08-30 11:00:00-03:00,80965.58,81311.13,80965.58,81257.53
2024-08-30 11:30:00-03:00,81257.53,81722.08,81257.53,81715.28
2024-08-30 12:00:00-03:00,81715.28,82710.45,81251.64,82710.45
2024-08-30 12:30:00-03:00,82710.45,83218.66,82637.86,83218.66
2024-08-30 13:00:00-03:00,83218.66,83366.57,82873.06,82873.06
